x, y
0.41304347826086957, 3.6459709379128133
2.4130434782608696, 31.14927344782034
4.478260869565217, 45.33685601056803
6.5, 44.94055482166446
8.532608695652174, 39.075297225891674
0.41304347826086957, 4.597093791281374
2.4347826086956523, 35.667107001321
4.478260869565217, 47.952443857331566
6.489130434782608, 49.61690885072655
8.532608695652174, 41.77014531043593
1.5326086956521738, 3.0118890356671066
3.532608695652174, 11.571994715984147
5.576086956521739, 18.388375165125495
7.608695652173913, 29.564068692206074
7.608695652173913, 29.564068692206074
9.652173913043478, 20.766182298546894
1.5326086956521738, 4.359313077939234
3.5543478260869565, 14.900924702774107
5.576086956521739, 22.82694848084544
7.608695652173913, 34.16116248348745
9.652173913043478, 21.321003963011886
