x, y
0.367170626349892, 0.5172413793103449
2.397408207343412, 2.689655172413793
4.460043196544277, 5.344827586206897
6.479481641468682, 18.448275862068964
8.509719222462202, 19.310344827586206
0.3779697624190065, 0.8275862068965517
2.397408207343412, 3.4827586206896552
4.460043196544277, 6.862068965517241
6.479481641468682, 21.620689655172413
8.520518358531318, 23.862068965517242
1.5010799136069113, 0.10344827586206896
3.5421166306695464, 0.20689655172413793
5.572354211663066, 1.7586206896551724
7.602591792656587, 4.275862068965517
9.632829373650107, 3.896551724137931
1.5010799136069113, 0.10344827586206896
3.5421166306695464, 0.20689655172413793
5.572354211663066, 2.586206896551724
7.591792656587472, 6.379310344827586
9.611231101511878, 5.310344827586206
